id,requirement,defect,weak_word
593,The TEM shall in no use case have a higher acoustic output than the comparable internal combustion base vehicle.,ok,comparable
594,"The performance of the Navigation function shall be state-of-the-art and in particular comparable to (high-end) PNDs on the consumer market after 2014 (e.g. TomTom, Garmin, Navigon, Medion, Falk, etc.).",ok,comparable
595,Following equipment may be used but is only a recommendation; comparable equipment may also be used:,ok,comparable
596,The supplier could use an internal test report template if the provided information is comparable to the requested information according to the OEM template,ok,comparable
597,"The tolerance data on the left of the double lines must be kept by the control elements, if this close to comparable control elements,",ok,comparable
598,"The tolerance data on the left of the double lines must be kept by the control elements, if this close to comparable control elements, e.g. in the same component or in two close together convenient components are blocked.",ok,comparable
599,The probe temperatures are not comparable to the required application temperature in the engine.,ok,comparable
600,Stationary or moving pickup trucks without trailer have to be classified as CAR because these exhibit a lateral dynamic comparable to passenger cars.,ok,comparable
601,"Non-flashable modules (comparable to a BIOS) are not described in this section, as changes in these modules are only permissible along with new hardware development steppings (B,B/C,C stepping).",ok,comparable
602,The supplier has to agree all constraints by the dashboard mounting slot in detail with the OEM after awarding of contract.,defect,detail
603,"3. Route Monitor Mode: While driving on motorways, detailed information about upcoming facilities, exits, traffic incidents, etc. All items displayed may be interacted with (e.g. create a detour that starts at the next exit or quickly adding an upcoming restaurant as a stopover).",defect,detail
604,`` MetaCore_Development Process '' [EXT_Player_MC_SDP] is a UML specification contain flowchart and extended detail descriptions for handling MetaCore development.,defect,detail
605,The contractor shall be prepared that the dimensions will change in detail.,defect,detail
606,"In particular, all measurement boundary conditions, for example supply voltages, input signals and bus messages, shall be listed in detail for each and every test step and the measuring accuracies and sampling rates shall be defined for the parameters to be measured.",defect,detail
607,This document does not focus on details.,defect,detail
608,"In general, SCC provides additional environmental data that allow to analyse the reason for the failure in more detail.",defect,detail
609,Details will be specified jointly.,defect,detail
610,The original papers in every detail and sample phase have to be presented to and inspected from customer.,defect,detail
611,For the development of the powertrain software on vehicle side a common understanding of the battery is required in some detail.,defect,detail
612,"Unit numbers: all required prototype samples with their detail MRDs will be maintained by a separate file, and shared with supplier.",defect,detail
613,Details to be discussed via Logistic.,defect,detail
614,"Submittal of a change request project memo shall include an unambiguous clear technical description of the requested change including any details required for understanding reason, purpose and impact of the requested change as well as a risk assessment with regards of component timing, cost, quality, safety, weight, function and performance.",defect,detail
615,The test-results shall be made available to the client in detail.,defect,detail
616,Details regarding management of error handling can be found in the DPRS.,defect,detail
617,In order to reduce the complexity of the project plan it is allowed to have less level of detail for the work packages which are planned to start in more than 2 months.,defect,detail
618,The supplier shall propose an electronic control unit concept and describe the details with quotation.,ok,detail
619,"It does not define protocol, interconnect, or connector details because these details are application-specific.",ok,detail
620,The details are to be coordinated with the client,ok,detail
621,The details must be coordinated with the client prior to the start of the project.,ok,detail
622,The details concerning EROTAN have to be implemented according to the EROTAN chapter of AV OBDAL [DI-1130].,ok,detail
623,The details on the SCO module integration process shall be agreed on between the contractor and client during a workshop upon project start.,ok,detail
624,(the details will be provided later),ok,detail
625,The details must be agreed on with OEM.,ok,detail
626,For details refer to component requirement specification.,ok,detail
627,"For details see chapter ""Variant Coding"" MMS5-2648.",ok,detail
628,For details of measurement tools see FBR-3217!,ok,detail
629,For details see STET-3579.,ok,detail
630,"For details see ""System Specification Telematic5STAR1 HU High Audio Handling"" [RD3602]",ok,detail
631,"For details see ""Feature List Telematic5STAR1 HU High Tuner"" [RD3568]",ok,detail
632,"For details see ""Feature List Telematic5STAR1 HU Entry Tuner"" [RD3593].",ok,detail
633,"The number of menus and the hierarchical structure depends strongly on the number of features requested (for more details, see feature requests in this document).",ok,detail
634,"For details see chapter ""CTA-cable detect"".",ok,detail
635,"For details see chapter ""Connected Device Features"" (FPla-242)",ok,detail
636,For all functional details refer to FeatureList of Player Application.,ok,detail
637,For details see the diagnostics specification.,ok,detail
638,Note: For details please refer to the Diagnostic Specification [RD4693].,ok,detail
639,For details see the applicable LIN definition file (LDF) [RD3137].,ok,detail
640,"The TCU shall connect to the Head Unit Hang Up Button using the ExtKI protocol, for details see the ExtKI specification [RD2206].",ok,detail
641,"The TCU shall connect to the Steering Wheel Hang Up Button using the associated CAN message, for detail see the applicable K-Matrix.",ok,detail
642,"The TCU shall connect to the numeric key pad using the ExtKI protocol, for details see the ExtKI specification [RD2206].",ok,detail
643,"For details see specification ""Wireless Subsystem"" [RD 2461].",ok,detail
644,For details see Specification Wireless Subsystem BR342 [RD2459].,ok,detail
645,"Start / Stop supported (down to 6,3 V) SPEC 10615 ""For details see [RD2083]""",ok,detail
646,For details see [RD2459] (System Specification BR342 Wireless Subsystem).,ok,detail
647,For details about operation modes see Specification Wireless Subsystem BR342 [RD2459].,ok,detail
648,"For details see picture ""Emergency line Level1 content""",ok,detail
649,For details of this Service see the latest Candela File.,ok,detail
650,For details refer to the respective component specifications.,ok,detail
651,"For details see [PLGW_R-109] chapter ""Delivery / handling of provisioning certificates"" [SCC-3363].",ok,detail
652,"For details see [PLGW_R-109] chapter ""Provisioning certificates"" [SCC-3365].",ok,detail
653,"For details see [PLGW_R-109] chapter ""MAC address configuration"" [SCC-2891].",ok,detail
654,"If a condition to activate the PLC chipset is present (for details see [PLGW_R-109] chapter ""Starting the PLC modem"" [SCC-6187]) the component shall go to state ""PLC enabled"".",ok,detail
655,"For details see Subfunction ""Forward data to SCC"" [PLGW-5937].",ok,detail
656,"For details see [PLGW_R-109] chapter ""Setting of SCC installation flag"" [SCC-5674].",ok,detail
657,For details see [PLGW_R-109] chapters `` Generation of Scc_15118MessagingControl enable '' [SCC-6317] and `` Generation of Scc_15118MessagingControl disable '' [SCC-7145].,ok,detail
658,"For details see chapter ""Subfunction"" Signal generation: SC_ActivationTime1Display_V2_MM `` '' [PLGW-2155]",ok,detail
659,"For details see ""SCO module memory requirements"" [PLGW-5099].",ok,detail
660,"For details refer to specification ""Masterdatenblatt Verdampferplatte - Batteriekühlung""",ok,detail
661,For details refer to the appropriate VMM.,ok,detail
662,"- relaxation behaviour vs temperature and SOC in relation to the capacity determined (HVBATT-23435), for more details see chapter Test related for Specific parts / Characterization of Cell",ok,detail
663,"For details regarding accuracy and sampling rate see chapter ""Measured Battery Current"" [HVBATT-18002] and [HVBATT-18005].",ok,detail
664,For details refer to SPEC 10746 (DPRS).,ok,detail
665,"For details refer to specification ""Masterdatenblatt Verdampferplatte - Batteriekühlung"", see [HVB3_R-136].",ok,detail
666,Pedestrian Protection Sensors (PPS): For details see SPEC LV 27 (2008-10),ok,detail
667,Pressure Sensors: For details see SPEC LV 29 (2008-10),ok,detail
668,"For details see ""Technical Specifications for Diagnosis"".",ok,detail
669,The latest Buckle sensor specification shall be referenced for detail regarding sensor output characteristics.,ok,detail
670,Up-front sensors (UFS): For details see SPEC LV 27 (2008-10,ok,detail
671,"The diagnostic information supported on the control-unit side, such as fault codes, measured values, etc. shall be described in detail with regard to the diagnostic services used and the data transferred with them, including the conversion method.",ok,detail
672,"The subcomponents of the Rear Displays are described in detail in chapter ""Component architecture / compoent design"" [LH-580D].",ok,detail
673,"The pin is described in detail in chapter LH-870 ""Pin Assignment"".",ok,detail
674,"The subcomponents of the component are described in detail in chapter ""Component architecture / component design"".",ok,detail
675,"The OBC is responsible for all detection of all its errors, corresponding de- / mature criterias and debouncing, as described in detail in chapter ""OBD"" [OBC-4285].",ok,detail
676,"The following tests are described in detail in chapter [OBC-3366] ""Electrical tests"".",ok,detail
677,The tests shall be done in accordance with IEC 61000-6-2 on the HV-DC connections as described below in more detail.,ok,detail
678,Functional State A is not achieved or the requirements described in more detail in the specification are not fulfilled.,ok,detail
679,"The requirements for OBD diagnostics are described in detail in chapter ""OBD"" [OBC-4285].",ok,detail
680,"The Secondary-OBD-Control-Unit is responsible for handling all of its errors, (error detection, check of all release conditions, debouncing, etc.), as described in detail in chapter `` OBD '' [OBC-4285].",ok,detail
681,If not specified in more detail all SOC-values are refering to the physical borders of the battery system.,ok,detail
682,Specific messages related to network management and diagnosis are not mentioned in detail because these messages are explained in the corresponding standards.,ok,detail
683,The contractor shall describe in detail the individual phases of the E / E development process which leads to the creation of a sample status.,ok,detail
684,These options will be explained in greater detail in subsequent sections.,ok,detail
685,In this chapter the requirements of the basic function described in Chapter 8.2 regarding the discharge of the intermediate circuit capacitor are described in more detail.,ok,detail
686,"The components included in delivery (airbag central unit, peripheral crash sensors, peripheral pressure sensors) are specified in detail in own chapters.",ok,detail
687,"The system shall provide the ability to enter or edit the telephone number used for a `` OEM Workshop '' call according to restrictions for entering or editing telephone numbers specified in detail within the telephone application, see chapter (`` Phone '').",ok,detail
688,The PNM-functions are separated in different blocks which are described in detail below.,ok,detail
689,All functional tests are described in detail in Chapter `` Testing and Validation - Functional Test ''.,ok,detail
690,The FR communication interface is described in the component interface specification `` FBR_Gen4_Schnittstellenlastenheft '' in detail.,ok,detail
691,The system requirements specification has reached a state where the operation of the system Vitality Coach is described in detail.,ok,detail
692,Hardware release where the contractor gives detailed information about the implementation state of all planed features (according feature rollout) and change requests to the client.,ok,detail
693,"The Software Quality Gate ""Qualification"" specifies a date in advance to every Software and / or Hardware release where the contractor gives detailed information about the qualification state of all implemented features (according feature rollout) and change requests to the client.",ok,detail
694,"The Software Quality Gate ""Delivery"" specifies the date of every Software and / or Hardware release where the contractor gives detailed information about the release to the client.",ok,detail
695,The CAN transceivers for CAN shall be selected according to `` FV CAN Networking Details '' [RD2240],ok,detail
696,"The electrical interfaces of the subcomponents are described in chapter ""Interface Details"" and the hardware requirements are described in detail in chapter ""Electrical / Electronical Hardware"" [LH-591 ampere).",ok,detail
697,The ESD requirements for CAN transceivers are specified in the further applicable document `` FV CAN Networking Details '' [A342 000 16 99].,ok,detail
698,"The ESD requirements for Flexray, LIN and CAN transceivers are specified in the further applicable documents `` FlexRay Networking Details '' [LH-3927], `` LIN 2.1 Network Requirements '' [LH-2209] and `` FV CAN Networking Details '' [LH-2208].",ok,detail
699,"For the selection of transceivers / SBCs (System Basis Chips), or integrated semiconductor elements with network interface, Function Specification `` FlexRay Networking Details '' [LH-3927] shall be observed for FlexRay.",ok,detail
700,The component has to be designed for end node assignment (see FlexRay Networking Details A3420001599).,ok,detail
701,"Refer to referenced doc ""Presentation WSS technical details"" for current project: see WSS-1930, WSS-1929, WSS-1861, WSS-1859",ok,detail
702,Details are described within the ParkMan ECU specification document.,ok,detail
703,The following details must be defined between the contractor and the client in the beginning of development:,ok,detail
704,"For details on short and long pushing and pressing see ""Feature List Telematic5STAR1 HU Entry Main"" [RD3582].",ok,detail
705,"For example, skipping to a new track on a disc is performed on the remote; on the HU / FU display, the updated track details are shown (e.g. ID3 Tag info, cover art, track play time).",ok,detail
706,"After the fixation of the technology the materials, surfaces and colours will be defined in detail according to the MDS-process.",ok,detail
707,Details are defined within player specification.,ok,detail
708,For details about wireless subsystems follow the following specifications:,ok,detail
709,"For details about video processing and transmission see ""System Specification Telematic5STAR1 HU Entry Video Processing and Transmission"" [RD3649].",ok,detail
710,For details concerning Software Quality Gates see separate chapter.,ok,detail
711,For details on content of the CAN message see section FMBeC-1113 in the FL OEM Ecall [RD4421],ok,detail
712,"See internet for more details (for example Subversion, GIT, Perforce ,..)",ok,detail
713,"The details described in Other Applicable Document SPEC LV 124-2, Appendix A [LH-5383] shall be taken into account when conducting the tests.",ok,detail
714,"The details of this block are described in the sub chapter below ""ECU Specific Environmental Data"" [DI-109].",ok,detail
715,"For Details, Failure Type etc see CandelaFile.",ok,detail
716,The detail tests with conditions are defined in the following.,ok,detail
717,Details see test plan.,ok,detail
718,Details shall be confirmed between customer and client.,ok,detail
719,The settings have to be agreed in detail between client and contractor.,ok,detail
720,Details are described in DTC table.,ok,detail
721,Details in agreement with the client.,ok,detail
722,Details can be found in section 8.6.5.7.15 HVIL [HVC_OEM-153].,ok,detail
723,Execution of the oil test and details have to be discussed with the client.,ok,detail
724,Required details are to be discussed with OEM.,ok,detail
725,"Labelling details: brief description of labelling content, e.g.",ok,detail
726,Side Crash Sensors: For details see SPEC LV 27 (2008-10),ok,detail
727,"Please refer to the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528] for details.",ok,detail
728,"For all other CAN failures please refer the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528]] for details.",ok,detail
729,"Please refer the ""Telematic5.5 - Diagnostic Specification SV and SPV Display"" [RD4528] for details.",ok,detail
730,Please see the corresponding tecnical reference sheet for details regarding ordering of the information.,ok,detail
731,(see HVBATT-23811 for details),ok,detail
732,See the appropriate AUTOSAR specification for details.,ok,detail
733,- DTC 0x1D27 is set (see diagnostic specification file .cdd for details),ok,detail
734,Refer to current diagnostic data file (e.g. cdd) for details.,ok,detail
735,See SPEC LV 123 (`` Reference List for Client Specifications '' [HVBATT R-111]) for details.,ok,detail
736,See SPEC LV 123 for details.,ok,detail
737,If sensors usses daisy chain see PSI 5 specification v 1.3 for details (adressing).,ok,detail
738,"If the OCM_Frm1 message is no longer received (LIN-timeout) see the ""Technical Specifications for Algorithms"" for details.",ok,detail
739,Please refer the `` Diagnostic Specification Central Display Telematic5 '' [DSPC-4585] for details.,ok,detail
740,For all other CAN failures please refer the `` Diagnostic Specification Central Display Telematic5 '' [DSPC-4585] for details.,ok,detail
741,See diagnostic specification for details.,ok,detail
742,Condition: According specified field of views; see [MMS213-74] for details.,ok,detail
743,Condition: According function requirements; see [MMS213-74] for details.,ok,detail
744,Further details: see [SPEC 10284-1] section 11.,ok,detail
745,For further details of packaging see FBR5-6671!,ok,detail
746,The Contractor shall add necessary implementation details to the Specification.,ok,detail
747,Further details are specified in the following document:,ok,detail
748,The goal of Technical Specification is to inform the Client about implementation details of the system.,ok,detail
749,"For further details see ""System Specification Telematic5STAR1 HU High Wireless Subsystem"" [RD3625]",ok,detail
750,"For further details see ""System Specification Telematic5STAR1 HU Entry Wireless Subsystem"" [RD3651].",ok,detail
751,"It does not define protocol, interconnect, or connector details because these details are application-specific.",ok,detail
752,3. Store contact details of a received SMS or e-mail to the address book application.,ok,detail
753,For further details on the ARMADA airbag sensor and the other sensors please contact EP / EKA,ok,detail
754,"Further details: see ""EMC Requirements - component tests (Passenger Cars and Vans)"" [LH-3787] section 6.",ok,detail
755,"Further details: see ""EMC Performance Requirements - Components Test (Passenger Cars and Vans"" [SPEC 10284-2] section 10.",ok,detail
756,For further details see Specification Wireless Subsystem WSub-795 [RD2459].,ok,detail
757,For further details see [RD2876] and [RD2112].,ok,detail
758,For further details see ISO / IEC 15417 [RD2875].,ok,detail
759,For further details see datasheet of KLR3012 [RD2424].,ok,detail
760,For further details please contact Kleer.,ok,detail
761,Further details are shown in RCU5E-2629.,ok,detail
762,"For further details see Chapter CRQ-1759 ""Critical Parts Management (CPM)"" of the ""Common Requirements Pertaining to the Component Requirement Specifications"" [LH-3791].",ok,detail
763,"For particular features, it may be required to specify further details during this workshop.",ok,detail
764,For further details see [RD2459].,ok,detail
765,"For further details, see ""EMC Requirements - Component Tests (Passenger Cars and Light Commercial Vehicles"" [LH-3787] Chapter 6.",ok,detail
766,"For further details, including on discharge points, see `` EMC Requirements - Component Tests (Passenger Cars and Vans '' [LH-3787] Chapter 19.",ok,detail
767,"Further details: see ""EMC Requirements - vehicle tests"" [LH-3785] section 5.",ok,detail
768,In this chapter detail requirements referring to OEM SDD Spec. are given (see DI-13).,ok,detail
769,Further details: see seconds.,ok,detail
770,"Traceability needs to be ensure for the product, further details via Quality workshop.",ok,detail
771,For further details see SCC-DIS-3979.,ok,detail
772,For further details see SCC-DIS-3979,ok,detail
773,Note: For further details see SCC-DIS-3979,ok,detail
774,GenChallenge information received in Payment details response and used in AuthorizationRequest,ok,detail
775,If this parameter is false no internet details will be requested.,ok,detail
776,If this parameter is TRUE certificate details will be requested.,ok,detail
777,"Further details: see ""IEC 61000-6-3""",ok,detail
778,"For further details, see IEC 61000-6-2.",ok,detail
779,Further details for the control measures of the HV components in case of an interlock event and the timing shall be designed according to the specification of the OEM.,ok,detail
780,"For further details regarding position within the NvM Block and meaning of the parameter refer to PLGW_R-107, technical reference of SCC.",ok,detail
781,See also chapter Pseudo Random Number Generator (PRNG) [PLGW-3505] for further details.,ok,detail
782,"PWM interface details have to be discussed with the customer (frequency, resolution, range of duty cycle, etc).",ok,detail
783,"Further details: see ""EMC Performance Requirements - Vehicle"" [LH-3785] chapter 12.",ok,detail
784,Further details on proposed ADC and task timing and interrupt strategy is provided in the SWIO Specification.,ok,detail
785,Further details on proposed PWM strategy is provided in the SW Specification.,ok,detail
786,Further details: see SPEC 10284-1 DRAFT: EMC Requirements - vehicle tests> section 5.,ok,detail
787,Further details: see Draft SPEC 10284-1 section 12.,ok,detail
788,"Further details: see ""EMC Requirements - component tests"" SPEC 10284-2 section 10.",ok,detail
789,For further details refer to the appropriate network VMM.,ok,detail
790,For test details which are not given in the following short test description refer to Freedom Car Abuse Test Manual.,ok,detail
791,Further details are listed in chapter 8.6.15 EMC Requirements.,ok,detail
792,Further details regarding HV-Interface in agreement with the client.,ok,detail
793,"All details regarding - not limited to - bottom hold down rails, side ledges for automated handling and cover details shall be designed as specified with EN 50342-2:2007.",ok,detail
794,"Additional details indicating how a fault is to be set, stored, and cleared are to be determined by the supplier and OEM and must comply with the DTC criteria document.",ok,detail
795,"Details concerning the operating modes, operating loads (e.g. actuation, original sensors, original actuators or replacement circuitry) and the required boundary conditions shall be coordinated between the contractor and client and documented.",ok,detail
796,"The corresponding parameters, including their specification limits, must be defined in detail for the component by the contractor, coordinated with the client and documented in the technical specifications or in the component test specifications.",ok,detail
797,"The parameter set and details of the measurements (resolution, sampling rate, etc.) must be coordinated with the client and documented in the technical specifications or in the component test specifications.",ok,detail
798,"Details on replicating the installation situation (installation position, covers, trim, operating situations and in repair / maintenance) are to be proposed by the supplier and agreed on with OEM and documented in an appropriate manner (through design drawings and / or photos, for example) in the technical specification (supplier) or in the component test specification.",ok,detail
799,Dimensional details and requirements as illustrated shall be applicable for both positive and negative main terminal.,ok,detail
800,The Defect Manager shall be familiar with the details of the documented defects in the contractors defect management system.,ok,detail
801,More details and network management signals or diagnostic signals are documented in the OEM Vehicle Message Matrix.,ok,detail
802,Details of the end of line alignment process depending on the component have to be agreed with OEM development and production.,ok,detail
803,"For details of ""measurement interface"" see also FBR5-8954!",ok,detail
804,"Details about the protocols used (UDP, SOME-IP, headers, End2End safeguarding, service delivery etc.) are defined in the K-Matrix and the delivered ECU Extracts, genereted with the OEM XDIS tool.",ok,detail
805,The Test Manager shall be familiar with the details of the defined test strategy and shall motivate and justify the test strategy to the client.,ok,detail
806,The Test Manager shall be familiar with the details of the progress and results of the tests over all integration levels and answer to the client on these issues.,ok,detail
807,Details of display-related functional requirements see document [RD4384].,ok,detail
808,The supplier has to agree to details of geometry with the client after component awarding.,ok,detail
809,The supplier shall agree to all details of component styling after awarding of contract.,ok,detail
810,Details of non-functional requirements of the display modules see document [RD4383].,ok,detail
811,The goal of Technical Specification is to inform the Client about implementation details of the system.,ok,detail
812,The contractor shall document the root causes for all occurring software errors and details about the removal of the error in the error tracking system (DANTE).,ok,detail
813,"For details about ""Kleer"" technology please refere to chapter ""Kleer""",ok,detail
814,"For details about required WLAN interface see also chapter ""WLAN"".",ok,detail
815,"For details about required Bluetooth interface see also chapter ""Bluetooth"".",ok,detail
816,"For details of the audio management in the telematics system and the component, see the specification `` System Specification BR342 HU High Audio Handling '' [RD2381].",ok,detail
817,"For details of digital video interfaces see ""System Specification Telematic5STAR1 HU High LVDS Physical Layer"" [RD3615].",ok,detail
818,"For details about video processing and transmission (also splitview processing) see ""System Specification Telematic5STAR1 HU High Video Processing and Transmission"" [RD3623]",ok,detail
819,"For details about switching off terminal 30g and other specific implementation regulations please refer to ""System Specification Telematic5STAR1 HU Voltage and Temperature"" [RD3650].",ok,detail
820,For Details about the support of GSM / GPRS radio technology the document `` Remote Vehicle Data Access '' [RD4117] shall be mandatory.,ok,detail
821,"For details about additional logging requirements, the document ""Remote Vehicle Data Access"" [RD4117] shall be mandatory.",ok,detail
822,"All details of technical values according to ambient temperature of 23°C ± 5°C (RT) and nominal voltage of 13,5 V ± 0,5 V at the ECU.",ok,detail
823,The details of the attachment are to be clarified with the client during the development process.,ok,detail
824,Here are details about process and required format.,ok,detail
825,Details of the signal group and the application ID are within the actual CAN matrix.,ok,detail
826,Information: For details of the GLZP sensor see the HW-specification,ok,detail
827,The details of the stator hub and the interface between the stator lamination / stacks shall be designed by the supplier.,ok,detail
828,The details of the windings shall be designed by the supplier.,ok,detail
829,The details of the rotor assembly and the tolerance design between the rotor lamination / stacks and the rotor hub shall be designed by the supplier.,ok,detail
830,The details of the mounting the magnet as well as tolerance design between the magnets and the rotor lamination / stacks shall be designed by the supplier.,ok,detail
831,The details of the rotor carrier and the tolerance design between the rotor lamination stack and the rotor carrier is designed by the customer.,ok,detail
832,The details of the interface between the rotor hub and the rotor segments (laminations / stack) shall be designed by the contractor.,ok,detail
833,The details of the interface to the transmission parts shall be designed by client Required manufacturing indexing features will be developed the supplier to support supplier manufacturing processes.,ok,detail
834,The position sensor rotor is developed by the customer. The details of the position sensor rotor and the tolerance design between the positions sensor carrier and the position sensor rotor is designed by the customer.,ok,detail
835,The details of the position sensor carrier and the tolerance design between the positions sensor carrier and the position sensor rotor is designed by the customer.,ok,detail
836,The details of the bolts and the tolerance design and mounting location between rotor hub flange and rotor hub is designed by the customer.,ok,detail
837,The details of the circuit design and their dimensions shall be coordinated with the client.,ok,detail
838,Details of this function shall be coordinated with OEM HV-safety.,ok,detail
839,"The responsible organization shall define the specific details of the test protocol, considering the intended purpose of this evaluation, battery system design and location, facility availability, and the safety of test personnel and equipment.",ok,detail
840,The Details of the circuit design are TBD and Charge inlet suppliers should submit their own design proposals.,ok,detail
841,The details of transitions shall be disclossed to OEM.,ok,detail
842,Details of operating conditions in coordination with OEM.,ok,detail
843,The details of the balancing concept shall be designed by the contractor.,ok,detail
844,The electrical details of the connected head rest loads are described in the following chapters.,ok,detail
845,The details of the simulations as well as the data exchange process are set forth in the following.,ok,detail
846,For details of the plug housing see figure `` EMC-Filter Housing for station wagons and convertibles '' above.,ok,detail
847,The Defect Manager shall be familiar with the details of the defect workflow of the contractor and the client.,ok,detail
848,"For defects that cannot be reproduced with the current release and which relate to an earlier release, the contractor shall create at least one test case that verifies the defect in the earlier release.",ok,early
849,This can be considered the early detection of worsening.,ok,early
850,A proposal for the SW delivery schedule will be developed by OEM and shall be finilized in the early phase of the project.,ok,early
851,"Assembly processes are to be discussed and reviewed in the early design phase of the program to influence the design of the components if necessary, e.g. d-owner parts which are delivered from client or tolerances vs. manufacturing.",ok,early
852,"According to the algorithm, activation steps are recommended at the earliest after 30 minutes., relaxation steps are recommended at the earliest after five to ten minutes.",ok,early
853,m.a.b.a Correction of Set Value for Early Post Injection for combustion mode DPF-Reg,ok,early
854,n.a.a.a Basic Set Value for second Early Post Injection for combustion mode DPF-Reg,ok,early
855,n.a.b.b Correction Set Value second Early Post Injection for combustion mode CldStrt,ok,early
856,o.a.a.b Basic Set Value for third Early Post Injection for combustion mode CldStrt,ok,early
857,n.b.a.a Basic Value Start Trigger for second Early Post Injection for combustion mode DPF-Reg,ok,early
858,n.b.b.b Correction Value Start Trigger for second Early Post Injection for combustion mode CldStrt,ok,early
859,o.b.a.b Basic Value Start Trigger for third Early Post Injection for combustion mode CldStrt,ok,early
860,o.b.b.a Correction Value Start Trigger for third Early Post Injection for combustion mode DPF-Reg,ok,early
861,"The supplier has to inform the client as early as possible, not later than B1 sample delivery, that power reduction is necessary and the supplier has to make a request for an additional bus signal.",ok,early
862,"The supervision of the quality limiting constraints of the course have to be designed in the way that even in dynamic driving situations and particularly in test szenarios no limitation of the braking functionality CMS ES1, ES2 as well as CMS2+ and BAS+ (on stationary objects) occurs due to a not sufficiently early (TTC) signaling of the signal state EGO_COLLOVRLP_BRAKE.",ok,early
863,"The supervision of the quality limiting constraints of the driving course have to be designed in the way that even in dynamic driving situations and particularly in test szenarios no limitation of the braking functionality CMS ES1, ES2 and CMS2+ occurs due to a not sufficiently early (TTC) signaling of the signal state EGO.",ok,early
864,"Fault paths with safety-critical impact (S equal 10 and imminent danger to life) whose occurences cannot be ruled out (O greater than 1ppm over lifetime) and whose on-board diagnosis does not permit early detection (D greater than 3), so that severe injury to people or danger to life must be expected.",ok,early
865,The autonomous partial braking intervention will be started earlier than that of CMS2 if the situation has reached a hazardous degree due to the missing escape route.,ok,early
866,"The autonomous full braking intervention will be started earlier than that of CMS2, if a crash situation is no longer or just avoidable by a full braking and an escape route is missing.",ok,early
867,"The information if the IOD relay opened early (IODOpenedEarly) is stored in a flag, therefore needing 1 Bit of memory and is therefore stored into Bit 31 of ParkCycleMem4.",ok,early
868,If the IOD relay opened early (IODOpenedEarly) or Hibernation Mode,ok,early
869,THEN TSA display content shall be updated according to TSA display strategy earliest 200 milliseconds before passing the sign and no later than the EV is passing the sign.,ok,early
870,THEN TSA display content shall be updated to the new implicit speed limit according to TSA display strategy earliest 500 milliseconds before and no later than the EV enters the village / town.,ok,early
871,THEN TSA display content shall be updated to the new implicit speed limit according to TSA display strategy earliest 500 milliseconds before and no later than entry ramp at position of EV is approximately parallel to highway.,ok,early
872,THEN effective TSA speed limit shall be updated earliest 200 milliseconds before and no later than when the EV is passing the speed limit sign associated with exit ramp.,ok,early
873,THEN no passing sign shall be removed from TSA display content earliest 200 milliseconds before and no later than the EV is passing the sign.,ok,early
874,The supplier shall perform a load test at end of line for the component to reduce the rate of early failures in OEM production and in vehicle.,defect,early
875,"Fault paths with safety-critical impact whose occurences cannot be ruled out (O greater than 1 ppm over lifetime) and whose on-board diagnosis (see detection rate) does not permit early detection, so that injury to people must be expected.",defect,early
876,"If an object stops, which was detected earlier as moving and an orientation angle could be determined, the orientation angle of the object has to be compensated, as long as the object is standing, by the movement of the ego vehicle (aim: determination of the potential driving direction of the object in case it is moving again).",defect,early
877,If statistical data of the fleet will be needed to early identify arising radar quality problems early in the field (in customer cars) there might be the need for saving data.,defect,early
878,The occurence of a cycle violation which requires an enhancement of the signal values of the signal DTR_Obj_TmDelay because no new object data are available until the starting time of the object list Fleyray transmission or because the detection point of time for the data of the object list is earlier for a multiple of system cycles shall be signalized in the signal DTR_SwCycl by the number of system cycles added to the signal values of DTR_Obj_TmDelay.,defect,early
879,"If the history of more than 10 seconds is relevant to the resimulation result, measures shall be taken in an early stage of development to solve that problem.",defect,early
880,The delivery of the SIM-cards needs to start earlier with the needed lead time of the manufacturer of the communication unit (KOM-Modul).,defect,early
881,"The supplier shall put appropriate measures in place in its production to ensure that, for example, early failures typically occurring in semiconductors are detected and do not occur after handover to the customer.",defect,early
882,"The use of early defect detection is intended to detect pre-damage of devices (e.g. manufacturing-related pre-damage, ESD pre-damage, ?Â&brvbar;) or to detect early device failures which cannot be detected using a component end-of-line test.",defect,early
883,Changes in function blocks which have been transferred from earlier projects as well as function changes during the development phase have to be agreed with the responsible OEM division,defect,early
884,An incorrect too high clutch torque may lead to an early release of the electric parking brake and consequently to an inadvertent rolling of the vehicle.,defect,early
885,The coupling shall be considered early in the development and the value shall be minimized.,defect,early
886,"Due to the complex harmonisation of SCC between the OBC, the vehicle and the infrastructure, the supplier shall get in contact early with the regarding department of the client (implementation of test cases, etc.).",defect,early
887,In addition to this the component must be represented in the series materials (e.g. aluminum diecast alloys) in samples as early as possible and made available for the OEM Corrosion Longterm Test (abbreviated a MEKO).,defect,early
888,To improve the overall quality of the antennas or points already in early states and during the complete hardware development process,defect,early
889,"For early fault diagnosis and avoidance in series production, the contractor must install methods such as SPC, PAT, PAA (`` AV Reliability / Part Average Analysis '' [LH-2170]) etc. for real-time recording and online evaluation of measured data in the process; these can be used to detect and select preliminary damage on the basis of anomalies during the process.",defect,early
